celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,results,placement,week1_judge1_score,week1_judge2_score,week1_judge3_score,week1_judge4_score,week2_judge1_score,week2_judge2_score,week2_judge3_score,week2_judge4_score,week3_judge1_score,week3_judge2_score,week3_judge3_score,week3_judge4_score,week4_judge1_score,week4_judge2_score,week4_judge3_score,week4_judge4_score,week5_judge1_score,week5_judge2_score,week5_judge3_score,week5_judge4_score,week6_judge1_score,week6_judge2_score,week6_judge3_score,week6_judge4_score,week7_judge1_score,week7_judge2_score,week7_judge3_score,week7_judge4_score,week8_judge1_score,week8_judge2_score,week8_judge3_score,week8_judge4_score,week9_judge1_score,week9_judge2_score,week9_judge3_score,week9_judge4_score,week10_judge1_score,week10_judge2_score,week10_judge3_score,week10_judge4_score,week11_judge1_score,week11_judge2_score,week11_judge3_score,week11_judge4_score,eliminated_week,withdrew,avg_score_w1,total_score_w1,pool_total_score_w1,judge_pct_w1,avg_score_w10,total_score_w10,pool_total_score_w10,judge_pct_w10,avg_score_w11,total_score_w11,pool_total_score_w11,judge_pct_w11,avg_score_w2,total_score_w2,pool_total_score_w2,judge_pct_w2,avg_score_w3,total_score_w3,pool_total_score_w3,judge_pct_w3,avg_score_w4,total_score_w4,pool_total_score_w4,judge_pct_w4,avg_score_w5,total_score_w5,pool_total_score_w5,judge_pct_w5,avg_score_w6,total_score_w6,pool_total_score_w6,judge_pct_w6,avg_score_w7,total_score_w7,pool_total_score_w7,judge_pct_w7,avg_score_w8,total_score_w8,pool_total_score_w8,judge_pct_w8,avg_score_w9,total_score_w9,pool_total_score_w9,judge_pct_w9,age_group,origin_type
Anne Heche,Keo Motsepe,Actor/Actress,Ohio,United States,51,29,Eliminated Week 4,13,6.0,6.0,6.0,,6.0,6.0,6.0,,5.0,5.0,5.0,,7.0,7.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,4.0,False,6.0,18.0,260.0,0.06923076923076923,0.0,0.0,174.0,0.0,0.0,0.0,118.5,0.0,6.0,18.0,273.0,0.06593406593406594,5.0,15.0,281.0,0.05338078291814947,7.0,21.0,301.0,0.06976744186046512,0.0,0.0,287.0,0.0,0.0,0.0,268.0,0.0,0.0,0.0,260.0,0.0,0.0,0.0,221.9996,0.0,0.0,0.0,192.9992,0.0,Middle-Aged,Domestic
Jesse Metcalfe,Sharna Burgess,Actor/Actress,California,United States,41,29,Eliminated Week 5,12,6.0,6.0,6.0,,7.0,7.0,6.0,,7.0,6.0,7.0,,7.0,7.0,7.0,,7.0,6.0,6.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,5.0,False,6.0,18.0,260.0,0.06923076923076923,0.0,0.0,174.0,0.0,0.0,0.0,118.5,0.0,6.666666666666667,20.0,273.0,0.07326007326007326,6.666666666666667,20.0,281.0,0.0711743772241993,7.0,21.0,301.0,0.06976744186046512,6.333333333333333,19.0,287.0,0.06620209059233449,0.0,0.0,268.0,0.0,0.0,0.0,260.0,0.0,0.0,0.0,221.9996,0.0,0.0,0.0,192.9992,0.0,Middle-Aged,Domestic
Chrishell Stause,Gleb Savchenko,Actor/Actress,Kentucky,United States,39,29,Eliminated Week 8,8,4.0,5.0,4.0,,6.0,6.0,6.0,,7.0,7.0,8.0,,7.0,8.0,7.0,,6.0,6.0,7.0,,8.0,8.0,8.0,,9.0,9.0,8.0,,9.0,9.0,9.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,8.0,False,4.333333333333333,13.0,260.0,0.05,0.0,0.0,174.0,0.0,0.0,0.0,118.5,0.0,6.0,18.0,273.0,0.06593406593406594,7.333333333333333,22.0,281.0,0.07829181494661921,7.333333333333333,22.0,301.0,0.07308970099667775,6.333333333333333,19.0,287.0,0.06620209059233449,8.0,24.0,268.0,0.08955223880597014,8.666666666666666,26.0,260.0,0.1,9.0,27.0,221.9996,0.12162184076007344,0.0,0.0,192.9992,0.0,Adult,Domestic
Skai Jackson,Alan Bersten,Actor/Actress,New York,United States,18,29,Eliminated Week 10,5,7.0,7.0,7.0,,5.0,5.0,5.0,,6.0,6.0,6.0,,10.0,9.0,9.0,,8.0,8.0,8.0,,6.0,6.0,6.0,,9.0,9.0,9.0,,8.6666,9.6666,8.6666,,9.6666,9.6666,9.6666,,9.5,9.5,9.5,,0.0,0.0,0.0,,10.0,False,7.0,21.0,260.0,0.08076923076923077,9.5,28.5,174.0,0.16379310344827586,0.0,0.0,118.5,0.0,5.0,15.0,273.0,0.054945054945054944,6.0,18.0,281.0,0.06405693950177936,9.333333333333334,28.0,301.0,0.09302325581395349,8.0,24.0,287.0,0.08362369337979095,6.0,18.0,268.0,0.06716417910447761,9.0,27.0,260.0,0.10384615384615385,8.999933333333333,26.9998,221.9996,0.1216209398575493,9.6666,28.9998,192.9992,0.15025865392188154,Young,Domestic
Justina Machado,Sasha Farber,Actor/Actress,Illinois,United States,48,29,4th Place,4,7.0,7.0,7.0,,7.0,7.0,7.0,,7.0,6.0,6.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,9.0,9.0,9.0,,9.0,9.0,8.0,,9.6666,9.6666,9.6666,,8.6666,8.6666,8.6666,,9.5,10.0,9.5,,10.0,10.0,10.0,,,False,7.0,21.0,260.0,0.08076923076923077,9.666666666666666,29.0,174.0,0.16666666666666666,10.0,30.0,118.5,0.25316455696202533,7.0,21.0,273.0,0.07692307692307693,6.333333333333333,19.0,281.0,0.06761565836298933,8.0,24.0,301.0,0.07973421926910298,8.0,24.0,287.0,0.08362369337979095,9.0,27.0,268.0,0.10074626865671642,8.666666666666666,26.0,260.0,0.1,9.6666,28.9998,221.9996,0.13062996509903624,8.6666,25.9998,192.9992,0.13471454803957736,Middle-Aged,Domestic
Charles Oakley,Emma Slater,Athlete,Ohio,United States,56,29,Eliminated Week 2,15,4.0,4.0,4.0,,5.0,5.0,5.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,2.0,False,4.0,12.0,260.0,0.046153846153846156,0.0,0.0,174.0,0.0,0.0,0.0,118.5,0.0,5.0,15.0,273.0,0.054945054945054944,0.0,0.0,281.0,0.0,0.0,0.0,301.0,0.0,0.0,0.0,287.0,0.0,0.0,0.0,268.0,0.0,0.0,0.0,260.0,0.0,0.0,0.0,221.9996,0.0,0.0,0.0,192.9992,0.0,Middle-Aged,Domestic
Veron Davis,Peta Murgatroyd,Athlete,Washington D.C.,United States,36,29,Eliminated Week 6,11,5.0,6.0,6.0,,6.0,6.0,6.0,,8.0,7.0,7.0,,8.0,7.0,7.0,,7.0,7.0,7.0,,7.0,7.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,6.0,False,5.666666666666667,17.0,260.0,0.06538461538461539,0.0,0.0,174.0,0.0,0.0,0.0,118.5,0.0,6.0,18.0,273.0,0.06593406593406594,7.333333333333333,22.0,281.0,0.07829181494661921,7.333333333333333,22.0,301.0,0.07308970099667775,7.0,21.0,287.0,0.07317073170731707,7.0,21.0,268.0,0.07835820895522388,0.0,0.0,260.0,0.0,0.0,0.0,221.9996,0.0,0.0,0.0,192.9992,0.0,Adult,Domestic
Johnny Weir,Britt Stewart,Athlete,Pennsylvania,United States,36,29,Eliminated Week 10,6,6.0,6.0,6.0,,6.0,6.0,6.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,10.0,10.0,9.0,,7.0,8.0,7.0,,9.0,9.0,9.0,,10.0,10.0,10.0,,10.0,10.0,10.0,,9.5,9.5,9.5,,0.0,0.0,0.0,,10.0,False,6.0,18.0,260.0,0.06923076923076923,9.5,28.5,174.0,0.16379310344827586,0.0,0.0,118.5,0.0,6.0,18.0,273.0,0.06593406593406594,8.0,24.0,281.0,0.08540925266903915,8.0,24.0,301.0,0.07973421926910298,9.666666666666666,29.0,287.0,0.10104529616724739,7.333333333333333,22.0,268.0,0.08208955223880597,9.0,27.0,260.0,0.10384615384615385,10.0,30.0,221.9996,0.13513537862230382,10.0,30.0,192.9992,0.15544105882304174,Adult,Domestic
Nev Schulman,Jenna Johnson,Producer,New York,United States,35,29,2nd Place,2,7.0,7.0,6.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,8.0,9.0,9.0,,9.0,9.0,8.0,,10.0,10.0,10.0,,10.0,10.0,10.0,,9.6666,9.6666,9.6666,,10.0,10.0,10.0,,10.0,10.0,10.0,,,False,6.666666666666667,20.0,260.0,0.07692307692307693,10.0,30.0,174.0,0.1724137931034483,10.0,30.0,118.5,0.25316455696202533,7.0,21.0,273.0,0.07692307692307693,8.0,24.0,281.0,0.08540925266903915,8.0,24.0,301.0,0.07973421926910298,8.666666666666666,26.0,287.0,0.09059233449477352,8.666666666666666,26.0,268.0,0.09701492537313433,10.0,30.0,260.0,0.11538461538461539,10.0,30.0,221.9996,0.13513537862230382,9.6666,28.9998,192.9992,0.15025865392188154,Adult,Domestic
AJ McLean,Cheryl Burke,Singer/Rapper,Florida,United States,42,29,Eliminated Week 9,7,6.0,6.0,6.0,,7.0,6.0,6.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,9.0,9.0,9.0,,9.0,8.0,9.0,,9.0,9.0,9.0,,7.6666,8.6666,8.6666,,0.0,0.0,0.0,,0.0,0.0,0.0,,9.0,False,6.0,18.0,260.0,0.06923076923076923,0.0,0.0,174.0,0.0,0.0,0.0,118.5,0.0,6.333333333333333,19.0,273.0,0.0695970695970696,7.0,21.0,281.0,0.07473309608540925,8.0,24.0,301.0,0.07973421926910298,8.0,24.0,287.0,0.08362369337979095,9.0,27.0,268.0,0.10074626865671642,8.666666666666666,26.0,260.0,0.1,9.0,27.0,221.9996,0.12162184076007344,8.333266666666667,24.9998,192.9992,0.12953317941214265,Middle-Aged,Domestic
Nelly,Daniella Karagach,Singer/Rapper,Texas,United States,45,29,3rd Place,3,5.0,5.0,6.0,,6.0,6.0,6.0,,6.0,6.0,6.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,9.0,9.0,9.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,9.5,9.0,9.5,,9.5,9.5,9.5,,,False,5.333333333333333,16.0,260.0,0.06153846153846154,9.333333333333334,28.0,174.0,0.16091954022988506,9.5,28.5,118.5,0.24050632911392406,6.0,18.0,273.0,0.06593406593406594,6.0,18.0,281.0,0.06405693950177936,7.0,21.0,301.0,0.06976744186046512,8.0,24.0,287.0,0.08362369337979095,8.0,24.0,268.0,0.08955223880597014,9.0,27.0,260.0,0.10384615384615385,8.0,24.0,221.9996,0.10810830289784307,8.0,24.0,192.9992,0.1243528470584334,Middle-Aged,Domestic
Kaitlyn Bristowe,Artem Chigvintsev,Tv Personality,,Canada,35,29,1st Place,1,6.0,7.0,7.0,,7.0,8.0,7.0,,8.0,7.0,8.0,,9.0,8.0,8.0,,9.0,9.0,9.0,,9.0,9.0,9.0,,7.0,9.0,8.0,,9.0,10.0,9.0,,10.0,10.0,10.0,,10.0,10.0,10.0,,10.0,10.0,10.0,,,False,6.666666666666667,20.0,260.0,0.07692307692307693,10.0,30.0,174.0,0.1724137931034483,10.0,30.0,118.5,0.25316455696202533,7.333333333333333,22.0,273.0,0.08058608058608059,7.666666666666667,23.0,281.0,0.08185053380782918,8.333333333333334,25.0,301.0,0.08305647840531562,9.0,27.0,287.0,0.09407665505226481,9.0,27.0,268.0,0.10074626865671642,8.0,24.0,260.0,0.09230769230769231,9.333333333333334,28.0,221.9996,0.1261263533808169,10.0,30.0,192.9992,0.15544105882304174,Adult,International
Carole Baskin,Pasha Pashkov,Tv Personality,Texas,United States,59,29,Eliminated Week 3,14,4.0,4.0,3.0,,6.0,5.0,5.0,,5.0,4.0,3.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,3.0,False,3.6666666666666665,11.0,260.0,0.04230769230769231,0.0,0.0,174.0,0.0,0.0,0.0,118.5,0.0,5.333333333333333,16.0,273.0,0.05860805860805861,4.0,12.0,281.0,0.042704626334519574,0.0,0.0,301.0,0.0,0.0,0.0,287.0,0.0,0.0,0.0,268.0,0.0,0.0,0.0,260.0,0.0,0.0,0.0,221.9996,0.0,0.0,0.0,192.9992,0.0,Middle-Aged,Domestic
Monica Aldama,Valentin Chmerkovskiy,Tv Personality,Alabama,United States,48,29,Eliminated Week 7,10,6.0,7.0,6.0,,5.0,6.0,5.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,9.0,9.0,8.0,,9.0,9.0,9.0,,7.0,8.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,7.0,False,6.333333333333333,19.0,260.0,0.07307692307692308,0.0,0.0,174.0,0.0,0.0,0.0,118.5,0.0,5.333333333333333,16.0,273.0,0.05860805860805861,7.0,21.0,281.0,0.07473309608540925,8.0,24.0,301.0,0.07973421926910298,8.666666666666666,26.0,287.0,0.09059233449477352,9.0,27.0,268.0,0.10074626865671642,7.333333333333333,22.0,260.0,0.08461538461538462,0.0,0.0,221.9996,0.0,0.0,0.0,192.9992,0.0,Middle-Aged,Domestic
Jeannie Mai,Brandon Armstrong,Tv Personality,California,United States,41,29,Withdrew,9,6.0,6.0,6.0,,6.0,6.0,6.0,,7.0,7.0,8.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,8.0,8.0,9.0,,8.0,9.0,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,True,6.0,18.0,260.0,0.06923076923076923,0.0,0.0,174.0,0.0,0.0,0.0,118.5,0.0,6.0,18.0,273.0,0.06593406593406594,7.333333333333333,22.0,281.0,0.07829181494661921,7.0,21.0,301.0,0.06976744186046512,8.0,24.0,287.0,0.08362369337979095,8.333333333333334,25.0,268.0,0.09328358208955224,8.333333333333334,25.0,260.0,0.09615384615384616,0.0,0.0,221.9996,0.0,0.0,0.0,192.9992,0.0,Middle-Aged,Domestic
Martin Kove,Britt Stewart,Actor/Actress,New York,United States,75,30,Eliminated Week 2,15,4.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2.0,False,3.25,13.0,366.0,0.03551912568306011,0.0,0.0,157.0,0.0,,,0.0,,3.75,15.0,385.0,0.03896103896103896,0.0,0.0,298.0,0.0,0.0,0.0,417.0,0.0,0.0,0.0,385.0,0.0,0.0,0.0,364.0,0.0,0.0,0.0,327.0,0.0,0.0,0.0,308.0,0.0,0.0,0.0,226.0,0.0,Senior,Domestic
Brian Austin Green,Sharna Burgess,Actor/Actress,California,United States,48,30,Eliminated Week 4,13,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,7.0,6.0,6.0,,6.5,6.0,7.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,4.0,False,6.0,24.0,366.0,0.06557377049180328,0.0,0.0,157.0,0.0,,,0.0,,5.75,23.0,385.0,0.05974025974025974,6.333333333333333,19.0,298.0,0.06375838926174497,6.5,26.0,417.0,0.06235011990407674,0.0,0.0,385.0,0.0,0.0,0.0,364.0,0.0,0.0,0.0,327.0,0.0,0.0,0.0,308.0,0.0,0.0,0.0,226.0,0.0,Middle-Aged,Domestic
Melora Hardin,Artem Chigvintsev,Actor/Actress,Texas,United States,54,30,Eliminated Week 9,6,7.0,6.0,7.0,6.0,7.0,6.0,7.0,7.0,8.0,7.0,8.0,,9.0,9.5,9.0,9.0,9.0,9.0,9.0,9.0,8.0,9.0,8.0,9.0,9.5,9.5,9.5,9.5,10.5,10.5,10.5,10.5,8.5,9.5,9.0,9.0,0.0,0.0,0.0,0.0,,,,,9.0,False,6.5,26.0,366.0,0.07103825136612021,0.0,0.0,157.0,0.0,,,0.0,,6.75,27.0,385.0,0.07012987012987013,7.666666666666667,23.0,298.0,0.07718120805369127,9.125,36.5,417.0,0.08752997601918465,9.0,36.0,385.0,0.09350649350649351,8.5,34.0,364.0,0.09340659340659341,9.5,38.0,327.0,0.1162079510703364,10.5,42.0,308.0,0.13636363636363635,9.0,36.0,226.0,0.1592920353982301,Middle-Aged,Domestic
Matt James,Lindsay Arnold,Athlete,North Carolina,United States,29,30,Eliminated Week 4,12,6.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,7.0,6.0,7.0,,7.0,6.5,7.5,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,4.0,False,6.0,24.0,366.0,0.06557377049180328,0.0,0.0,157.0,0.0,,,0.0,,5.5,22.0,385.0,0.05714285714285714,6.666666666666667,20.0,298.0,0.06711409395973154,7.125,28.5,417.0,0.0683453237410072,0.0,0.0,385.0,0.0,0.0,0.0,364.0,0.0,0.0,0.0,327.0,0.0,0.0,0.0,308.0,0.0,0.0,0.0,226.0,0.0,Adult,Domestic
"Mike ""The Miz"" Mizanin",Witney Carson,Athlete,Ohio,United States,40,30,Eliminated Week 7,9,6.0,6.0,6.0,6.0,7.0,5.0,7.0,7.0,7.0,7.0,8.0,,8.5,7.5,8.5,8.0,8.0,8.0,8.0,8.0,9.0,8.0,9.0,8.0,8.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,7.0,False,6.0,24.0,366.0,0.06557377049180328,0.0,0.0,157.0,0.0,,,0.0,,6.5,26.0,385.0,0.06753246753246753,7.333333333333333,22.0,298.0,0.0738255033557047,8.125,32.5,417.0,0.07793764988009592,8.0,32.0,385.0,0.08311688311688312,8.5,34.0,364.0,0.09340659340659341,8.0,32.0,327.0,0.09785932721712538,0.0,0.0,308.0,0.0,0.0,0.0,226.0,0.0,Adult,Domestic
Suni Lee,Sasha Farber,Athlete,Minnesota,United States,18,30,Eliminated Week 9,5,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,8.5,8.0,9.0,8.5,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,8.25,8.25,8.25,9.25,10.5,10.5,10.5,10.5,10.0,9.0,9.5,9.0,0.0,0.0,0.0,0.0,,,,,9.0,False,7.0,28.0,366.0,0.07650273224043716,0.0,0.0,157.0,0.0,,,0.0,,7.0,28.0,385.0,0.07272727272727272,7.0,21.0,298.0,0.07046979865771812,8.5,34.0,417.0,0.0815347721822542,9.0,36.0,385.0,0.09350649350649351,9.0,36.0,364.0,0.0989010989010989,8.5,34.0,327.0,0.10397553516819572,10.5,42.0,308.0,0.13636363636363635,9.375,37.5,226.0,0.16592920353982302,Young,Domestic
Iman Shumpert,Daniella Karagach,Athlete,Illinois,United States,31,30,1st Place,1,7.0,4.0,5.0,5.0,7.0,6.0,6.0,6.0,7.0,6.0,6.0,,8.5,6.5,8.5,8.0,7.0,7.0,7.0,7.0,10.0,10.0,10.0,10.0,9.5,7.5,8.5,8.5,9.0,8.0,9.0,9.0,9.5,9.0,10.0,9.0,10.0,10.0,10.0,10.0,,,,,,False,5.25,21.0,366.0,0.05737704918032787,10.0,40.0,157.0,0.25477707006369427,,,0.0,,6.25,25.0,385.0,0.06493506493506493,6.333333333333333,19.0,298.0,0.06375838926174497,7.875,31.5,417.0,0.07553956834532374,7.0,28.0,385.0,0.07272727272727272,10.0,40.0,364.0,0.10989010989010989,8.5,34.0,327.0,0.10397553516819572,8.75,35.0,308.0,0.11363636363636363,9.375,37.5,226.0,0.16592920353982302,Adult,Domestic
Cody Rigsby,Cheryl Burke,Fitness Instructor,California,United States,34,30,3rd Place,3,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,,7.5,6.5,7.5,7.5,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,8.5,8.5,9.5,9.5,10.0,10.0,9.0,9.0,9.0,9.0,8.5,9.0,9.5,9.5,9.5,9.5,,,,,,False,6.0,24.0,366.0,0.06557377049180328,9.5,38.0,157.0,0.24203821656050956,,,0.0,,6.0,24.0,385.0,0.06233766233766234,6.0,18.0,298.0,0.06040268456375839,7.25,29.0,417.0,0.06954436450839328,8.0,32.0,385.0,0.08311688311688312,9.0,36.0,364.0,0.0989010989010989,9.0,36.0,327.0,0.11009174311926606,9.5,38.0,308.0,0.12337662337662338,8.875,35.5,226.0,0.1570796460176991,Adult,Domestic
Melanie C,Gleb Savchenko,Singer/Rapper,,England,47,30,Eliminated Week 5,11,7.0,7.0,6.0,7.0,7.0,7.0,8.0,8.0,7.0,7.0,8.0,,8.0,8.0,8.5,8.5,9.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,5.0,False,6.75,27.0,366.0,0.07377049180327869,0.0,0.0,157.0,0.0,,,0.0,,7.5,30.0,385.0,0.07792207792207792,7.333333333333333,22.0,298.0,0.0738255033557047,8.25,33.0,417.0,0.07913669064748201,9.0,36.0,385.0,0.09350649350649351,0.0,0.0,364.0,0.0,0.0,0.0,327.0,0.0,0.0,0.0,308.0,0.0,0.0,0.0,226.0,0.0,Middle-Aged,International
Jimmie Allen,Emma Slater,Singer/Rapper,Delaware,United States,36,30,Eliminated Week 8,7,6.0,5.0,6.0,5.0,7.0,6.0,7.0,7.0,6.0,6.0,8.0,,8.5,7.5,8.5,8.0,8.0,8.0,9.0,9.0,10.0,9.0,10.0,9.0,9.0,9.0,10.0,10.0,8.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,8.0,False,5.5,22.0,366.0,0.060109289617486336,0.0,0.0,157.0,0.0,,,0.0,,6.75,27.0,385.0,0.07012987012987013,6.666666666666667,20.0,298.0,0.06711409395973154,8.125,32.5,417.0,0.07793764988009592,8.5,34.0,385.0,0.08831168831168831,9.5,38.0,364.0,0.1043956043956044,9.5,38.0,327.0,0.1162079510703364,8.0,32.0,308.0,0.1038961038961039,0.0,0.0,226.0,0.0,Adult,Domestic
Olivia Jade,Valentin Chmerkovskiy,Digital Creator,California,United States,21,30,Eliminated Week 8,8,7.0,6.0,6.0,6.0,7.0,6.0,7.0,7.0,8.0,8.0,8.0,,8.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,11.0,9.0,11.0,11.0,9.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,8.0,False,6.25,25.0,366.0,0.06830601092896176,0.0,0.0,157.0,0.0,,,0.0,,6.75,27.0,385.0,0.07012987012987013,8.0,24.0,298.0,0.08053691275167785,8.75,35.0,417.0,0.08393285371702638,9.0,36.0,385.0,0.09350649350649351,9.0,36.0,364.0,0.0989010989010989,10.5,42.0,327.0,0.12844036697247707,9.0,36.0,308.0,0.11688311688311688,0.0,0.0,226.0,0.0,Young,Domestic
JoJo Siwa,Jenna Johnson,Digital Creator,Nebraska,United States,18,30,2nd Place,2,8.0,7.0,7.0,7.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,,8.5,8.5,9.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,10.0,10.5,9.5,10.5,10.5,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,,,,False,7.25,29.0,366.0,0.07923497267759563,10.0,40.0,157.0,0.25477707006369427,,,0.0,,7.75,31.0,385.0,0.08051948051948052,8.0,24.0,298.0,0.08053691275167785,8.75,35.0,417.0,0.08393285371702638,10.0,40.0,385.0,0.1038961038961039,10.0,40.0,364.0,0.10989010989010989,9.75,39.0,327.0,0.11926605504587157,10.25,41.0,308.0,0.1331168831168831,10.0,40.0,226.0,0.17699115044247787,Young,Domestic
Christine Chiu,Pasha Pashkov,Tv Personality,,Taiwan China,38,30,Eliminated Week 3,14,6.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,3.0,False,6.25,25.0,366.0,0.06830601092896176,0.0,0.0,157.0,0.0,,,0.0,,6.0,24.0,385.0,0.06233766233766234,7.0,21.0,298.0,0.07046979865771812,0.0,0.0,417.0,0.0,0.0,0.0,385.0,0.0,0.0,0.0,364.0,0.0,0.0,0.0,327.0,0.0,0.0,0.0,308.0,0.0,0.0,0.0,226.0,0.0,Adult,International
Kenya Moore,Brandon Armstrong,Tv Personality,Michigan,United States,50,30,Eliminated Week 6,10,7.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,,7.0,7.0,8.0,7.5,9.0,9.0,9.0,9.0,8.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,6.0,False,6.5,26.0,366.0,0.07103825136612021,0.0,0.0,157.0,0.0,,,0.0,,6.0,24.0,385.0,0.06233766233766234,7.0,21.0,298.0,0.07046979865771812,7.375,29.5,417.0,0.07074340527577938,9.0,36.0,385.0,0.09350649350649351,8.0,32.0,364.0,0.08791208791208792,0.0,0.0,327.0,0.0,0.0,0.0,308.0,0.0,0.0,0.0,226.0,0.0,Middle-Aged,Domestic
Amanda Kloots,Alan Bersten,Tv Personality,Ohio,United States,39,30,4th Place,4,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,,8.5,8.5,8.5,8.5,10.0,10.0,9.0,10.0,9.0,9.0,10.0,10.0,8.25,8.25,8.25,9.25,10.5,10.5,10.5,10.5,9.5,10.0,10.0,10.0,9.5,10.0,9.5,10.0,,,,,,False,7.0,28.0,366.0,0.07650273224043716,9.75,39.0,157.0,0.2484076433121019,,,0.0,,8.0,32.0,385.0,0.08311688311688312,8.0,24.0,298.0,0.08053691275167785,8.5,34.0,417.0,0.0815347721822542,9.75,39.0,385.0,0.1012987012987013,9.5,38.0,364.0,0.1043956043956044,8.5,34.0,327.0,0.10397553516819572,10.5,42.0,308.0,0.13636363636363635,9.875,39.5,226.0,0.1747787610619469,Adult,Domestic
