Season,Week,Rule_Used,Contestant,Judge_Score,Est_Fan_Vote,Uncertainty,Status
16,5,PERCENT,Sean Lowe,24.0,0.1038,0.0682,Safe
16,6,PERCENT,Ingo Rademacher,23.0,0.1316,0.0846,Safe
16,6,PERCENT,Zendaya,25.5,0.1467,0.0969,Safe
16,6,PERCENT,Victor Ortiz,20.0,0.0313,0.025,Eliminated
16,6,PERCENT,Alexandra Raisman,26.0,0.12,0.0779,Safe
16,6,PERCENT,Jacoby Jones,22.5,0.1909,0.1099,Safe
16,6,PERCENT,Andy Dick,21.5,0.1253,0.0773,Safe
16,6,PERCENT,Kellie Pickler,27.0,0.1463,0.1119,Safe
16,6,PERCENT,Sean Lowe,23.0,0.1079,0.064,Safe
16,7,PERCENT,Ingo Rademacher,25.0,0.1683,0.1069,Safe
16,7,PERCENT,Zendaya,30.0,0.1469,0.1019,Safe
16,7,PERCENT,Alexandra Raisman,32.0,0.2106,0.1505,Safe
16,7,PERCENT,Jacoby Jones,27.0,0.1278,0.0846,Safe
16,7,PERCENT,Andy Dick,17.0,0.043,0.0288,Eliminated
16,7,PERCENT,Kellie Pickler,29.0,0.1175,0.0806,Safe
16,7,PERCENT,Sean Lowe,24.0,0.1858,0.1308,Safe
16,8,PERCENT,Ingo Rademacher,24.0,0.2341,0.137,Safe
16,8,PERCENT,Zendaya,29.0,0.1834,0.1375,Safe
16,8,PERCENT,Alexandra Raisman,28.0,0.1577,0.0976,Safe
16,8,PERCENT,Jacoby Jones,26.0,0.1597,0.0958,Safe
16,8,PERCENT,Kellie Pickler,27.5,0.224,0.1418,Safe
16,8,PERCENT,Sean Lowe,21.0,0.0411,0.0283,Eliminated
16,9,PERCENT,Ingo Rademacher,25.5,0.0435,0.0317,Eliminated
16,9,PERCENT,Zendaya,27.5,0.1866,0.1105,Safe
16,9,PERCENT,Alexandra Raisman,29.5,0.1849,0.1046,Safe
16,9,PERCENT,Jacoby Jones,29.5,0.324,0.186,Safe
16,9,PERCENT,Kellie Pickler,29.0,0.2609,0.1561,Safe
16,10,PERCENT,Zendaya,30.0,0.3562,0.1925,Safe
16,10,PERCENT,Alexandra Raisman,29.0,0.35,0.1887,Safe
16,10,PERCENT,Jacoby Jones,27.999899999999997,0.0706,0.0571,Eliminated
16,10,PERCENT,Kellie Pickler,30.0,0.2232,0.1224,Safe
17,1,PERCENT,Valerie Harper,21.0,0.0866,0.0609,Safe
17,1,PERCENT,Brant Daugherty,22.0,0.073,0.0597,Safe
17,1,PERCENT,Elizabeth Berkley Lauren,24.0,0.083,0.0648,Safe
17,1,PERCENT,Leah Remini,21.0,0.084,0.0595,Safe
17,1,PERCENT,Corbin Bleu,24.0,0.0755,0.0537,Safe
17,1,PERCENT,Amber Riley,27.0,0.0836,0.0663,Safe
17,1,PERCENT,Keyshawn Johnson,17.0,0.0822,0.06,Safe
17,1,PERCENT,Bill Engvall,18.0,0.0906,0.0651,Safe
17,1,PERCENT,Christina Milian,22.0,0.0916,0.0626,Safe
17,1,PERCENT,"Nicole ""Snooki"" Polizzi",23.0,0.0818,0.0585,Safe
17,1,PERCENT,Jack Osbourne,23.0,0.0832,0.0584,Safe
17,1,PERCENT,Bill Nye,14.0,0.0848,0.0633,Safe
17,2,PERCENT,Valerie Harper,19.0,0.1052,0.0706,Safe
17,2,PERCENT,Brant Daugherty,23.0,0.0872,0.0595,Safe
17,2,PERCENT,Elizabeth Berkley Lauren,25.0,0.0843,0.0619,Safe
17,2,PERCENT,Leah Remini,24.0,0.084,0.056,Safe
17,2,PERCENT,Corbin Bleu,26.0,0.0889,0.0547,Safe
17,2,PERCENT,Amber Riley,24.0,0.0831,0.0549,Safe
17,2,PERCENT,Keyshawn Johnson,18.0,0.0155,0.0116,Eliminated
17,2,PERCENT,Bill Engvall,21.0,0.0728,0.0496,Safe
17,2,PERCENT,Christina Milian,25.0,0.0982,0.0575,Safe
17,2,PERCENT,"Nicole ""Snooki"" Polizzi",20.0,0.1038,0.0691,Safe
17,2,PERCENT,Jack Osbourne,24.0,0.0808,0.0594,Safe
17,2,PERCENT,Bill Nye,17.0,0.0962,0.061,Safe
17,3,PERCENT,Valerie Harper,16.0,0.1013,0.0574,Safe
17,3,PERCENT,Brant Daugherty,27.0,0.1012,0.0725,Safe
17,3,PERCENT,Elizabeth Berkley Lauren,25.0,0.1195,0.0784,Safe
17,3,PERCENT,Leah Remini,24.0,0.1029,0.0715,Safe
17,3,PERCENT,Corbin Bleu,26.0,0.1089,0.0837,Safe
17,3,PERCENT,Amber Riley,24.0,0.0719,0.0516,Safe
17,3,PERCENT,Bill Engvall,24.0,0.0926,0.0554,Safe
17,3,PERCENT,Christina Milian,26.0,0.0896,0.0655,Safe
17,3,PERCENT,"Nicole ""Snooki"" Polizzi",25.0,0.1005,0.0679,Safe
17,3,PERCENT,Jack Osbourne,22.0,0.0881,0.0675,Safe
17,3,PERCENT,Bill Nye,16.0,0.0236,0.0158,Eliminated
17,4,PERCENT,Valerie Harper,18.0,0.0221,0.0152,Eliminated
17,4,PERCENT,Brant Daugherty,21.0,0.111,0.0668,Safe
17,4,PERCENT,Elizabeth Berkley Lauren,27.0,0.0969,0.065,Safe
17,4,PERCENT,Leah Remini,24.0,0.1272,0.0791,Safe
17,4,PERCENT,Corbin Bleu,27.0,0.1299,0.0792,Safe
17,4,PERCENT,Amber Riley,27.0,0.0929,0.0612,Safe
17,4,PERCENT,Bill Engvall,21.0,0.0938,0.0602,Safe
17,4,PERCENT,Christina Milian,24.0,0.1052,0.0715,Safe
17,4,PERCENT,"Nicole ""Snooki"" Polizzi",24.0,0.1241,0.097,Safe
17,4,PERCENT,Jack Osbourne,24.0,0.0969,0.0619,Safe
17,5,PERCENT,Brant Daugherty,27.0,0.0949,0.0514,Safe
17,5,PERCENT,Elizabeth Berkley Lauren,26.0,0.1292,0.0744,Safe
17,5,PERCENT,Leah Remini,22.0,0.1478,0.0711,Safe
17,5,PERCENT,Corbin Bleu,28.0,0.1264,0.0804,Safe
17,5,PERCENT,Amber Riley,26.0,0.1129,0.0681,Safe
17,5,PERCENT,Bill Engvall,24.0,0.1417,0.0812,Safe
17,5,PERCENT,Christina Milian,28.0,0.0158,0.0133,Eliminated
17,5,PERCENT,"Nicole ""Snooki"" Polizzi",27.0,0.1411,0.0909,Safe
17,5,PERCENT,Jack Osbourne,27.0,0.0902,0.058,Safe
17,6,PERCENT,Brant Daugherty,31.0,0.1066,0.0752,Safe
17,6,PERCENT,Elizabeth Berkley Lauren,31.9998,0.1457,0.1044,Safe
17,6,PERCENT,Leah Remini,27.999899999999997,0.1432,0.103,Safe
17,6,PERCENT,Corbin Bleu,26.999899999999997,0.1047,0.0763,Safe
17,6,PERCENT,Amber Riley,31.999899999999997,0.1367,0.1132,Safe
17,6,PERCENT,Bill Engvall,23.9999,0.0936,0.0709,Safe
17,6,PERCENT,"Nicole ""Snooki"" Polizzi",30.0,0.1361,0.1109,Safe
17,6,PERCENT,Jack Osbourne,26.9998,0.1334,0.0918,Safe
17,7,PERCENT,Brant Daugherty,28.5,0.1798,0.102,Safe
17,7,PERCENT,Elizabeth Berkley Lauren,27.0,0.1123,0.0718,Safe
17,7,PERCENT,Leah Remini,26.5,0.1556,0.0963,Safe
17,7,PERCENT,Corbin Bleu,29.5,0.1332,0.0875,Safe
17,7,PERCENT,Amber Riley,29.5,0.1207,0.0848,Safe
17,7,PERCENT,Bill Engvall,25.0,0.1599,0.1003,Safe
17,7,PERCENT,"Nicole ""Snooki"" Polizzi",27.0,0.0227,0.0171,Eliminated
17,7,PERCENT,Jack Osbourne,28.5,0.1158,0.0892,Safe
17,8,PERCENT,Brant Daugherty,27.0,0.0286,0.0232,Eliminated
17,8,PERCENT,Elizabeth Berkley Lauren,25.0,0.1702,0.0925,Safe
17,8,PERCENT,Leah Remini,28.0,0.139,0.0854,Safe
17,8,PERCENT,Corbin Bleu,30.0,0.1769,0.1325,Safe
17,8,PERCENT,Amber Riley,28.0,0.154,0.0872,Safe
17,8,PERCENT,Bill Engvall,24.0,0.1593,0.0851,Safe
17,8,PERCENT,Jack Osbourne,30.0,0.172,0.1047,Safe
17,9,PERCENT,Elizabeth Berkley Lauren,28.0,0.0309,0.0244,Eliminated
17,9,PERCENT,Leah Remini,27.0,0.2066,0.1071,Safe
17,9,PERCENT,Corbin Bleu,29.0,0.157,0.0945,Safe
17,9,PERCENT,Amber Riley,25.5,0.2059,0.1093,Safe
17,9,PERCENT,Bill Engvall,21.0,0.1742,0.0696,Safe
17,9,PERCENT,Jack Osbourne,27.0,0.2254,0.1211,Safe
17,10,PERCENT,Leah Remini,32.5,0.0431,0.033,Eliminated
17,10,PERCENT,Corbin Bleu,37.5,0.1776,0.0884,Safe
17,10,PERCENT,Amber Riley,39.5,0.2652,0.1537,Safe
17,10,PERCENT,Bill Engvall,30.0,0.2869,0.1538,Safe
17,10,PERCENT,Jack Osbourne,35.5,0.2272,0.1177,Safe
17,11,PERCENT,Corbin Bleu,29.6664,0.2491,0.1434,Safe
17,11,PERCENT,Amber Riley,31.333199999999998,0.2482,0.1421,Safe
17,11,PERCENT,Bill Engvall,25.499899999999997,0.0781,0.0555,Runner-up/Lost
17,11,PERCENT,Jack Osbourne,27.999899999999997,0.4246,0.174,Safe
18,1,PERCENT,Billy Dee Williams,15.0,0.1047,0.0541,Safe
18,1,PERCENT,Danica McKellar,24.0,0.082,0.061,Safe
18,1,PERCENT,James Maslow,21.0,0.0752,0.053,Safe
18,1,PERCENT,Candace Cameron Bure,25.0,0.0764,0.0563,Safe
18,1,PERCENT,Sean Avery,20.0,0.0979,0.0666,Safe
18,1,PERCENT,Diana Nyad,18.0,0.0151,0.0109,Eliminated
18,1,PERCENT,Charlie White,27.0,0.0934,0.0637,Safe
18,1,PERCENT,Amy Purdy,24.0,0.0945,0.0718,Safe
18,1,PERCENT,Meryl Davis,24.0,0.0947,0.0627,Safe
18,1,PERCENT,Drew Carey,21.0,0.0862,0.0566,Safe
18,1,PERCENT,Cody Simpson,22.0,0.0934,0.0633,Safe
18,1,PERCENT,NeNe Leakes,21.0,0.0866,0.0618,Safe
18,2,PERCENT,Billy Dee Williams,15.0,0.1093,0.0502,Safe
18,2,PERCENT,Danica McKellar,24.0,0.0841,0.0578,Safe
18,2,PERCENT,James Maslow,25.0,0.0897,0.0592,Safe
18,2,PERCENT,Candace Cameron Bure,21.0,0.1114,0.0641,Safe
18,2,PERCENT,Sean Avery,21.0,0.0151,0.0114,Eliminated
18,2,PERCENT,Charlie White,25.0,0.0989,0.0708,Safe
18,2,PERCENT,Amy Purdy,24.0,0.0923,0.0631,Safe
18,2,PERCENT,Meryl Davis,25.0,0.099,0.0653,Safe
18,2,PERCENT,Drew Carey,21.0,0.0896,0.0472,Safe
18,2,PERCENT,Cody Simpson,22.0,0.1213,0.082,Safe
18,2,PERCENT,NeNe Leakes,21.0,0.0891,0.0583,Safe
18,3,PERCENT,Danica McKellar,36.0,0.1158,0.0903,Safe
18,3,PERCENT,James Maslow,36.0,0.1082,0.0831,Safe
18,3,PERCENT,Candace Cameron Bure,32.0,0.1054,0.0898,Safe
18,3,PERCENT,Charlie White,36.0,0.098,0.0755,Safe
18,3,PERCENT,Amy Purdy,36.0,0.1201,0.0747,Safe
18,3,PERCENT,Meryl Davis,39.0,0.0818,0.0596,Safe
18,3,PERCENT,Drew Carey,30.0,0.1391,0.0953,Safe
18,3,PERCENT,Cody Simpson,35.0,0.1394,0.1042,Safe
18,3,PERCENT,NeNe Leakes,31.0,0.0921,0.0669,Safe
18,4,PERCENT,Danica McKellar,32.0,0.1137,0.0727,Safe
18,4,PERCENT,James Maslow,35.0,0.1411,0.0877,Safe
18,4,PERCENT,Candace Cameron Bure,28.0,0.1146,0.0785,Safe
18,4,PERCENT,Charlie White,33.0,0.084,0.0618,Safe
18,4,PERCENT,Amy Purdy,34.0,0.1066,0.0771,Safe
18,4,PERCENT,Meryl Davis,39.0,0.0992,0.0765,Safe
18,4,PERCENT,Drew Carey,33.0,0.1261,0.0966,Safe
18,4,PERCENT,Cody Simpson,31.0,0.0995,0.0654,Safe
18,4,PERCENT,NeNe Leakes,32.0,0.1153,0.0793,Safe
18,5,PERCENT,Danica McKellar,39.0,0.0905,0.0731,Safe
18,5,PERCENT,James Maslow,40.0,0.1211,0.0799,Safe
18,5,PERCENT,Candace Cameron Bure,35.0,0.0927,0.0588,Safe
18,5,PERCENT,Charlie White,37.0,0.1112,0.0621,Safe
18,5,PERCENT,Amy Purdy,37.0,0.1608,0.0897,Safe
18,5,PERCENT,Meryl Davis,36.0,0.1203,0.0647,Safe
18,5,PERCENT,Drew Carey,28.0,0.1681,0.091,Safe
18,5,PERCENT,Cody Simpson,34.0,0.0204,0.0154,Eliminated
18,5,PERCENT,NeNe Leakes,36.0,0.1149,0.0701,Safe
18,6,PERCENT,Danica McKellar,36.0,0.1561,0.1005,Safe
18,6,PERCENT,James Maslow,35.0,0.1155,0.0682,Safe
18,6,PERCENT,Candace Cameron Bure,32.0,0.1726,0.0878,Safe
18,6,PERCENT,Charlie White,36.0,0.1276,0.0877,Safe
18,6,PERCENT,Amy Purdy,38.0,0.144,0.0987,Safe
18,6,PERCENT,Meryl Davis,40.0,0.1266,0.08,Safe
18,6,PERCENT,Drew Carey,32.0,0.025,0.018,Eliminated
18,6,PERCENT,NeNe Leakes,33.0,0.1325,0.0768,Safe
18,7,PERCENT,Danica McKellar,36.0,0.1761,0.0975,Safe
18,7,PERCENT,James Maslow,35.0,0.1267,0.0861,Safe
18,7,PERCENT,Candace Cameron Bure,37.0,0.1656,0.1242,Safe
18,7,PERCENT,Charlie White,35.5,0.1754,0.1334,Safe
18,7,PERCENT,Amy Purdy,37.5,0.1904,0.121,Safe
18,7,PERCENT,Meryl Davis,39.0,0.1372,0.0986,Safe
18,7,PERCENT,NeNe Leakes,33.0,0.0285,0.0217,Eliminated
18,8,PERCENT,Danica McKellar,38.0,0.0366,0.0264,Eliminated
18,8,PERCENT,James Maslow,36.0,0.1655,0.104,Safe
18,8,PERCENT,Candace Cameron Bure,36.0,0.2786,0.1524,Safe
18,8,PERCENT,Charlie White,40.0,0.1464,0.0758,Safe
18,8,PERCENT,Amy Purdy,40.0,0.1595,0.106,Safe
18,8,PERCENT,Meryl Davis,36.0,0.2134,0.1047,Safe
18,9,PERCENT,James Maslow,38.0,0.1819,0.0861,Safe
18,9,PERCENT,Candace Cameron Bure,36.0,0.2519,0.1164,Safe
18,9,PERCENT,Charlie White,38.0,0.056,0.0389,Eliminated
18,9,PERCENT,Amy Purdy,39.0,0.2574,0.1535,Safe
18,9,PERCENT,Meryl Davis,40.0,0.2528,0.137,Safe
18,10,PERCENT,James Maslow,29.0,0.2158,0.1346,Safe
18,10,PERCENT,Candace Cameron Bure,25.9998,0.5294,0.168,Safe
18,10,PERCENT,Amy Purdy,29.666600000000003,0.0553,0.0418,Eliminated
18,10,PERCENT,Meryl Davis,30.0,0.1995,0.095,Safe
19,1,PERCENT,Antonio Sabato Jr.,25.0,0.0851,0.0541,Safe
19,1,PERCENT,Jonathan Bennett,30.0,0.0803,0.0501,Safe
19,1,PERCENT,Lea Thompson,32.0,0.0777,0.0522,Safe
19,1,PERCENT,Janel Parrish,29.0,0.0818,0.0624,Safe
19,1,PERCENT,Alfonso Ribeiro,36.0,0.0756,0.0508,Safe
19,1,PERCENT,Lolo Jones,22.0,0.0153,0.0107,Eliminated
19,1,PERCENT,Randy Couture,31.0,0.0806,0.052,Safe
19,1,PERCENT,Tommy Chong,27.0,0.0997,0.0638,Safe
19,1,PERCENT,Betsey Johnson,20.0,0.0822,0.0453,Safe
19,1,PERCENT,Michael Waltrip,25.0,0.0785,0.0538,Safe
19,1,PERCENT,Tavis Smiley,29.0,0.0718,0.0516,Safe
19,1,PERCENT,Bethany Mota,32.0,0.0733,0.05,Safe
19,1,PERCENT,Sadie Robertson,34.0,0.0981,0.0652,Safe
19,2,PERCENT,Antonio Sabato Jr.,31.0,0.09,0.0558,Safe
19,2,PERCENT,Jonathan Bennett,30.0,0.089,0.0621,Safe
19,2,PERCENT,Lea Thompson,35.0,0.1007,0.0751,Safe
19,2,PERCENT,Janel Parrish,34.0,0.0807,0.0509,Safe
19,2,PERCENT,Alfonso Ribeiro,32.0,0.1052,0.0776,Safe
19,2,PERCENT,Randy Couture,28.0,0.1016,0.0547,Safe
19,2,PERCENT,Tommy Chong,28.0,0.0786,0.0449,Safe
19,2,PERCENT,Betsey Johnson,28.0,0.094,0.0539,Safe
19,2,PERCENT,Michael Waltrip,24.0,0.0945,0.0536,Safe
19,2,PERCENT,Tavis Smiley,28.0,0.0121,0.0095,Eliminated
19,2,PERCENT,Bethany Mota,33.0,0.0777,0.0639,Safe
19,2,PERCENT,Sadie Robertson,31.0,0.0758,0.0536,Safe
19,3,PERCENT,Antonio Sabato Jr.,29.0,0.0882,0.0664,Safe
19,3,PERCENT,Jonathan Bennett,32.0,0.0878,0.0598,Safe
19,3,PERCENT,Lea Thompson,31.0,0.1114,0.0802,Safe
19,3,PERCENT,Janel Parrish,40.0,0.103,0.0734,Safe
19,3,PERCENT,Alfonso Ribeiro,32.0,0.1084,0.07,Safe
19,3,PERCENT,Randy Couture,26.0,0.0167,0.0124,Eliminated
19,3,PERCENT,Tommy Chong,34.0,0.0843,0.0618,Safe
19,3,PERCENT,Betsey Johnson,29.0,0.1072,0.0705,Safe
19,3,PERCENT,Michael Waltrip,28.0,0.0994,0.0591,Safe
19,3,PERCENT,Bethany Mota,40.0,0.0779,0.059,Safe
19,3,PERCENT,Sadie Robertson,32.0,0.1156,0.0727,Safe
19,4,PERCENT,Antonio Sabato Jr.,29.0,0.1229,0.0702,Safe
19,4,PERCENT,Jonathan Bennett,24.0,0.1243,0.0708,Safe
19,4,PERCENT,Lea Thompson,39.0,0.1132,0.0863,Safe
19,4,PERCENT,Janel Parrish,36.0,0.117,0.0833,Safe
19,4,PERCENT,Alfonso Ribeiro,40.0,0.0825,0.0522,Safe
19,4,PERCENT,Tommy Chong,28.0,0.1022,0.0603,Safe
19,4,PERCENT,Betsey Johnson,29.0,0.0172,0.012,Eliminated
19,4,PERCENT,Michael Waltrip,25.0,0.1058,0.0599,Safe
19,4,PERCENT,Bethany Mota,33.0,0.1013,0.0671,Safe
19,4,PERCENT,Sadie Robertson,37.0,0.1136,0.0775,Safe
19,5,PERCENT,Antonio Sabato Jr.,28.0,0.0855,0.0668,Safe
19,5,PERCENT,Jonathan Bennett,24.0,0.1446,0.1037,Safe
19,5,PERCENT,Lea Thompson,34.0,0.1121,0.0929,Safe
19,5,PERCENT,Janel Parrish,33.0,0.1086,0.0747,Safe
19,5,PERCENT,Alfonso Ribeiro,34.0,0.1223,0.082,Safe
19,5,PERCENT,Tommy Chong,23.0,0.1006,0.0718,Safe
19,5,PERCENT,Michael Waltrip,20.0,0.1102,0.0836,Safe
19,5,PERCENT,Bethany Mota,32.0,0.1047,0.0734,Safe
19,5,PERCENT,Sadie Robertson,36.0,0.1113,0.0868,Safe
19,6,PERCENT,Antonio Sabato Jr.,28.0,0.1253,0.0688,Safe
19,6,PERCENT,Jonathan Bennett,32.0,0.0165,0.0134,Eliminated
19,6,PERCENT,Lea Thompson,32.0,0.1074,0.0702,Safe
19,6,PERCENT,Janel Parrish,33.0,0.1262,0.0803,Safe
19,6,PERCENT,Alfonso Ribeiro,39.0,0.1229,0.0796,Safe
19,6,PERCENT,Tommy Chong,28.0,0.1197,0.0717,Safe
19,6,PERCENT,Michael Waltrip,30.0,0.1076,0.0602,Safe
19,6,PERCENT,Bethany Mota,36.0,0.1584,0.0899,Safe
19,6,PERCENT,Sadie Robertson,35.0,0.116,0.0737,Safe
19,7,PERCENT,Antonio Sabato Jr.,29.5,0.024,0.018,Eliminated
19,7,PERCENT,Lea Thompson,35.0,0.1332,0.1028,Safe
19,7,PERCENT,Janel Parrish,33.5,0.1668,0.122,Safe
19,7,PERCENT,Alfonso Ribeiro,34.0,0.1161,0.0757,Safe
19,7,PERCENT,Tommy Chong,30.0,0.1475,0.084,Safe
19,7,PERCENT,Michael Waltrip,28.0,0.1229,0.0704,Safe
19,7,PERCENT,Bethany Mota,37.5,0.1515,0.1145,Safe
19,7,PERCENT,Sadie Robertson,31.0,0.1379,0.0928,Safe
19,8,PERCENT,Lea Thompson,32.0,0.1518,0.0907,Safe
19,8,PERCENT,Janel Parrish,43.0,0.124,0.0993,Safe
19,8,PERCENT,Alfonso Ribeiro,41.0,0.1337,0.0927,Safe
19,8,PERCENT,Tommy Chong,29.0,0.1645,0.1049,Safe
19,8,PERCENT,Michael Waltrip,25.0,0.0444,0.0306,Eliminated
19,8,PERCENT,Bethany Mota,40.0,0.1839,0.1135,Safe
19,8,PERCENT,Sadie Robertson,38.0,0.1977,0.1219,Safe
19,9,PERCENT,Lea Thompson,35.0,0.0379,0.0284,Eliminated
19,9,PERCENT,Janel Parrish,38.5,0.2833,0.1561,Safe
19,9,PERCENT,Alfonso Ribeiro,38.5,0.1792,0.1085,Safe
19,9,PERCENT,Tommy Chong,28.5,0.2077,0.0857,Safe
19,9,PERCENT,Bethany Mota,37.0,0.13,0.0775,Safe
19,9,PERCENT,Sadie Robertson,36.5,0.1619,0.1029,Safe
19,10,PERCENT,Janel Parrish,39.0,0.2126,0.129,Safe
19,10,PERCENT,Alfonso Ribeiro,37.5,0.2423,0.1487,Safe
19,10,PERCENT,Tommy Chong,31.0,0.0672,0.043,Eliminated
19,10,PERCENT,Bethany Mota,38.0,0.3017,0.1617,Safe
19,10,PERCENT,Sadie Robertson,37.0,0.1762,0.1029,Safe
19,11,PERCENT,Janel Parrish,38.99980000000001,0.2054,0.0984,Safe
19,11,PERCENT,Alfonso Ribeiro,40.0,0.331,0.2239,Safe
19,11,PERCENT,Bethany Mota,38.0,0.0657,0.0527,Runner-up/Lost
19,11,PERCENT,Sadie Robertson,39.333200000000005,0.398,0.2165,Safe
20,1,PERCENT,Suzanne Somers,25.0,0.0896,0.0657,Safe
20,1,PERCENT,Willow Shields,25.0,0.0819,0.0598,Safe
20,1,PERCENT,Riker Lynch,31.0,0.0825,0.0663,Safe
20,1,PERCENT,Rumer Willis,32.0,0.0967,0.0661,Safe
20,1,PERCENT,Nastia Liukin,30.0,0.0863,0.058,Safe
20,1,PERCENT,Michael Sam,26.0,0.0809,0.0585,Safe
20,1,PERCENT,Robert Herjavec,28.0,0.084,0.0595,Safe
20,1,PERCENT,Charlotte McKinney,22.0,0.0718,0.0544,Safe
20,1,PERCENT,Noah Galloway,26.0,0.0865,0.0658,Safe
20,1,PERCENT,Redfoo,22.0,0.0784,0.0581,Safe
20,1,PERCENT,Patti LaBelle,25.0,0.0821,0.0613,Safe
20,1,PERCENT,Chris Soules,26.0,0.0793,0.0517,Safe
20,2,PERCENT,Suzanne Somers,28.0,0.115,0.0554,Safe
20,2,PERCENT,Willow Shields,32.0,0.0762,0.0496,Safe
20,2,PERCENT,Riker Lynch,32.0,0.0679,0.0478,Safe
20,2,PERCENT,Rumer Willis,32.0,0.079,0.0524,Safe
20,2,PERCENT,Nastia Liukin,34.0,0.0762,0.053,Safe
20,2,PERCENT,Michael Sam,28.0,0.0984,0.0681,Safe
20,2,PERCENT,Robert Herjavec,28.0,0.0907,0.0469,Safe
20,2,PERCENT,Charlotte McKinney,26.0,0.0938,0.0496,Safe
20,2,PERCENT,Noah Galloway,27.0,0.091,0.06,Safe
20,2,PERCENT,Redfoo,31.0,0.0096,0.0078,Eliminated
20,2,PERCENT,Patti LaBelle,28.0,0.0971,0.0521,Safe
20,2,PERCENT,Chris Soules,21.0,0.105,0.05,Safe
20,3,PERCENT,Suzanne Somers,25.0,0.0956,0.0604,Safe
20,3,PERCENT,Willow Shields,32.0,0.0866,0.0623,Safe
20,3,PERCENT,Riker Lynch,34.0,0.094,0.0721,Safe
20,3,PERCENT,Rumer Willis,33.0,0.0991,0.0723,Safe
20,3,PERCENT,Nastia Liukin,34.0,0.1023,0.0664,Safe
20,3,PERCENT,Michael Sam,24.0,0.0874,0.0598,Safe
20,3,PERCENT,Robert Herjavec,29.0,0.1213,0.0746,Safe
20,3,PERCENT,Charlotte McKinney,22.0,0.0192,0.0134,Eliminated
20,3,PERCENT,Noah Galloway,30.0,0.0829,0.0644,Safe
20,3,PERCENT,Patti LaBelle,22.0,0.1196,0.0744,Safe
20,3,PERCENT,Chris Soules,28.0,0.0919,0.0658,Safe
20,4,PERCENT,Suzanne Somers,28.0,0.1071,0.0625,Safe
20,4,PERCENT,Willow Shields,39.0,0.1164,0.0873,Safe
20,4,PERCENT,Riker Lynch,34.0,0.1214,0.0718,Safe
20,4,PERCENT,Rumer Willis,35.0,0.0966,0.0604,Safe
20,4,PERCENT,Nastia Liukin,36.0,0.0945,0.0597,Safe
20,4,PERCENT,Michael Sam,30.0,0.0168,0.0133,Eliminated
20,4,PERCENT,Robert Herjavec,34.0,0.1008,0.0611,Safe
20,4,PERCENT,Noah Galloway,32.0,0.1073,0.0693,Safe
20,4,PERCENT,Patti LaBelle,30.0,0.1116,0.0701,Safe
20,4,PERCENT,Chris Soules,27.0,0.1274,0.0703,Safe
20,5,PERCENT,Suzanne Somers,28.0,0.0214,0.0155,Eliminated
20,5,PERCENT,Willow Shields,34.0,0.1035,0.0662,Safe
20,5,PERCENT,Riker Lynch,38.0,0.1174,0.0825,Safe
20,5,PERCENT,Rumer Willis,39.0,0.0842,0.0582,Safe
20,5,PERCENT,Nastia Liukin,38.0,0.1155,0.0689,Safe
20,5,PERCENT,Robert Herjavec,24.0,0.1472,0.093,Safe
20,5,PERCENT,Noah Galloway,28.0,0.1237,0.0788,Safe
20,5,PERCENT,Patti LaBelle,27.0,0.1458,0.1057,Safe
20,5,PERCENT,Chris Soules,27.0,0.1413,0.0845,Safe
20,6,PERCENT,Willow Shields,36.5,0.127,0.0831,Safe
20,6,PERCENT,Riker Lynch,38.0,0.1428,0.0892,Safe
20,6,PERCENT,Rumer Willis,35.5,0.1717,0.103,Safe
20,6,PERCENT,Nastia Liukin,36.5,0.1576,0.1114,Safe
20,6,PERCENT,Robert Herjavec,33.5,0.1279,0.0798,Safe
20,6,PERCENT,Noah Galloway,34.0,0.1055,0.0676,Safe
20,6,PERCENT,Patti LaBelle,34.0,0.0232,0.0187,Eliminated
20,6,PERCENT,Chris Soules,35.0,0.1442,0.0977,Safe
20,7,PERCENT,Willow Shields,39.0,0.0272,0.0198,Eliminated
20,7,PERCENT,Riker Lynch,37.0,0.1304,0.0653,Safe
20,7,PERCENT,Rumer Willis,37.0,0.1376,0.0721,Safe
20,7,PERCENT,Nastia Liukin,41.0,0.1726,0.0833,Safe
20,7,PERCENT,Robert Herjavec,31.0,0.1692,0.0887,Safe
20,7,PERCENT,Noah Galloway,38.0,0.1819,0.1013,Safe
20,7,PERCENT,Chris Soules,31.0,0.181,0.077,Safe
20,8,PERCENT,Riker Lynch,39.0,0.1528,0.1046,Safe
20,8,PERCENT,Rumer Willis,40.0,0.1601,0.0912,Safe
20,8,PERCENT,Nastia Liukin,38.0,0.1754,0.0917,Safe
20,8,PERCENT,Robert Herjavec,31.0,0.0429,0.0289,Eliminated
20,8,PERCENT,Noah Galloway,31.5,0.2192,0.1076,Safe
20,8,PERCENT,Chris Soules,32.0,0.2496,0.1435,Safe
20,9,PERCENT,Riker Lynch,40.0,0.2505,0.1012,Safe
20,9,PERCENT,Rumer Willis,39.0,0.374,0.1629,Safe
20,9,PERCENT,Nastia Liukin,40.0,0.0752,0.0508,Eliminated
20,9,PERCENT,Noah Galloway,38.0,0.3003,0.1279,Safe
20,10,PERCENT,Riker Lynch,40.0,0.0942,0.0742,Eliminated
20,10,PERCENT,Rumer Willis,40.0,0.471,0.2098,Safe
