Season,Week,Rule_Used,Contestant,Judge_Score,Est_Fan_Vote,Uncertainty,Actual_Status,Prediction_Match
18,5,PERCENT,Amy Purdy,37.0,0.1034,0.0683,Safe,True
18,5,PERCENT,Meryl Davis,36.0,0.1149,0.0697,Safe,True
18,5,PERCENT,Drew Carey,28.0,0.1384,0.0802,Safe,True
18,5,PERCENT,Cody Simpson,34.0,0.0169,0.0132,Eliminated,True
18,5,PERCENT,NeNe Leakes,36.0,0.0929,0.0608,Safe,True
18,6,PERCENT,Danica McKellar,36.0,0.1496,0.1105,Safe,True
18,6,PERCENT,James Maslow,35.0,0.145,0.1032,Safe,True
18,6,PERCENT,Candace Cameron Bure,32.0,0.1644,0.094,Safe,True
18,6,PERCENT,Charlie White,36.0,0.1587,0.0937,Safe,True
18,6,PERCENT,Amy Purdy,38.0,0.0843,0.0554,Safe,True
18,6,PERCENT,Meryl Davis,40.0,0.115,0.0902,Safe,True
18,6,PERCENT,Drew Carey,32.0,0.0245,0.0183,Eliminated,True
18,6,PERCENT,NeNe Leakes,33.0,0.1585,0.0957,Safe,True
18,7,PERCENT,Danica McKellar,36.0,0.1321,0.0887,Safe,True
18,7,PERCENT,James Maslow,35.0,0.1919,0.1195,Safe,True
18,7,PERCENT,Candace Cameron Bure,37.0,0.1819,0.1415,Safe,True
18,7,PERCENT,Charlie White,35.5,0.1717,0.0957,Safe,True
18,7,PERCENT,Amy Purdy,37.5,0.1551,0.091,Safe,True
18,7,PERCENT,Meryl Davis,39.0,0.1357,0.0753,Safe,True
18,7,PERCENT,NeNe Leakes,33.0,0.0316,0.0228,Eliminated,True
18,8,PERCENT,Danica McKellar,38.0,0.0372,0.0281,Eliminated,True
18,8,PERCENT,James Maslow,36.0,0.184,0.1023,Safe,True
18,8,PERCENT,Candace Cameron Bure,36.0,0.1943,0.1118,Safe,True
18,8,PERCENT,Charlie White,40.0,0.18,0.088,Safe,True
18,8,PERCENT,Amy Purdy,40.0,0.2267,0.136,Safe,True
18,8,PERCENT,Meryl Davis,36.0,0.1778,0.0908,Safe,True
18,9,PERCENT,James Maslow,38.0,0.2153,0.1041,Safe,True
18,9,PERCENT,Candace Cameron Bure,36.0,0.2373,0.1573,Safe,True
18,9,PERCENT,Charlie White,38.0,0.0465,0.0338,Eliminated,True
18,9,PERCENT,Amy Purdy,39.0,0.2612,0.1542,Safe,True
18,9,PERCENT,Meryl Davis,40.0,0.2396,0.1648,Safe,True
18,10,PERCENT,James Maslow,29.0,0.0729,0.049,Eliminated,True
18,10,PERCENT,Candace Cameron Bure,25.9998,0.3568,0.1681,Safe,True
18,10,PERCENT,Amy Purdy,29.666600000000003,0.3411,0.1483,Safe,True
18,10,PERCENT,Meryl Davis,30.0,0.2292,0.1046,Safe,True
19,1,PERCENT,Antonio Sabato Jr.,25.0,0.0841,0.0567,Safe,True
19,1,PERCENT,Jonathan Bennett,30.0,0.0808,0.0503,Safe,True
19,1,PERCENT,Lea Thompson,32.0,0.0812,0.0584,Safe,True
19,1,PERCENT,Janel Parrish,29.0,0.0623,0.0451,Safe,True
19,1,PERCENT,Alfonso Ribeiro,36.0,0.0721,0.053,Safe,True
19,1,PERCENT,Lolo Jones,22.0,0.0151,0.0106,Eliminated,True
19,1,PERCENT,Randy Couture,31.0,0.0782,0.0538,Safe,True
19,1,PERCENT,Tommy Chong,27.0,0.094,0.0569,Safe,True
19,1,PERCENT,Betsey Johnson,20.0,0.0898,0.0553,Safe,True
19,1,PERCENT,Michael Waltrip,25.0,0.0895,0.0612,Safe,True
19,1,PERCENT,Tavis Smiley,29.0,0.0979,0.0681,Safe,True
19,1,PERCENT,Bethany Mota,32.0,0.0821,0.0623,Safe,True
19,1,PERCENT,Sadie Robertson,34.0,0.0729,0.0554,Safe,True
19,2,PERCENT,Antonio Sabato Jr.,31.0,0.1212,0.0593,Safe,True
19,2,PERCENT,Jonathan Bennett,30.0,0.0793,0.056,Safe,True
19,2,PERCENT,Lea Thompson,35.0,0.0881,0.056,Safe,True
19,2,PERCENT,Janel Parrish,34.0,0.0681,0.0554,Safe,True
19,2,PERCENT,Alfonso Ribeiro,32.0,0.078,0.0511,Safe,True
19,2,PERCENT,Randy Couture,28.0,0.0953,0.0517,Safe,True
19,2,PERCENT,Tommy Chong,28.0,0.0775,0.0482,Safe,True
19,2,PERCENT,Betsey Johnson,28.0,0.0976,0.0558,Safe,True
19,2,PERCENT,Michael Waltrip,24.0,0.1057,0.0704,Safe,True
19,2,PERCENT,Tavis Smiley,28.0,0.0124,0.0085,Eliminated,True
19,2,PERCENT,Bethany Mota,33.0,0.0894,0.0581,Safe,True
19,2,PERCENT,Sadie Robertson,31.0,0.0874,0.0529,Safe,True
19,3,PERCENT,Antonio Sabato Jr.,29.0,0.0952,0.063,Safe,True
19,3,PERCENT,Jonathan Bennett,32.0,0.1093,0.0733,Safe,True
19,3,PERCENT,Lea Thompson,31.0,0.1106,0.073,Safe,True
19,3,PERCENT,Janel Parrish,40.0,0.0914,0.0635,Safe,True
19,3,PERCENT,Alfonso Ribeiro,32.0,0.1103,0.0783,Safe,True
19,3,PERCENT,Randy Couture,26.0,0.0164,0.012,Eliminated,True
19,3,PERCENT,Tommy Chong,34.0,0.0971,0.0696,Safe,True
19,3,PERCENT,Betsey Johnson,29.0,0.0971,0.0683,Safe,True
19,3,PERCENT,Michael Waltrip,28.0,0.0822,0.0472,Safe,True
19,3,PERCENT,Bethany Mota,40.0,0.1056,0.0739,Safe,True
19,3,PERCENT,Sadie Robertson,32.0,0.0848,0.0618,Safe,True
19,4,PERCENT,Antonio Sabato Jr.,29.0,0.0919,0.0576,Safe,True
19,4,PERCENT,Jonathan Bennett,24.0,0.1182,0.0601,Safe,True
19,4,PERCENT,Lea Thompson,39.0,0.0933,0.0652,Safe,True
19,4,PERCENT,Janel Parrish,36.0,0.1129,0.0724,Safe,True
19,4,PERCENT,Alfonso Ribeiro,40.0,0.0943,0.059,Safe,True
19,4,PERCENT,Tommy Chong,28.0,0.1429,0.0853,Safe,True
19,4,PERCENT,Betsey Johnson,29.0,0.0185,0.0143,Eliminated,True
19,4,PERCENT,Michael Waltrip,25.0,0.1112,0.0587,Safe,True
19,4,PERCENT,Bethany Mota,33.0,0.1105,0.0632,Safe,True
19,4,PERCENT,Sadie Robertson,37.0,0.1062,0.07,Safe,True
19,6,PERCENT,Antonio Sabato Jr.,28.0,0.163,0.0878,Safe,True
19,6,PERCENT,Jonathan Bennett,32.0,0.0175,0.0135,Eliminated,True
19,6,PERCENT,Lea Thompson,32.0,0.1244,0.073,Safe,True
19,6,PERCENT,Janel Parrish,33.0,0.1256,0.0759,Safe,True
19,6,PERCENT,Alfonso Ribeiro,39.0,0.0832,0.0595,Safe,True
19,6,PERCENT,Tommy Chong,28.0,0.1382,0.0713,Safe,True
19,6,PERCENT,Michael Waltrip,30.0,0.1177,0.0721,Safe,True
19,6,PERCENT,Bethany Mota,36.0,0.1112,0.0622,Safe,True
19,6,PERCENT,Sadie Robertson,35.0,0.119,0.0812,Safe,True
19,7,PERCENT,Antonio Sabato Jr.,29.5,0.0242,0.0185,Eliminated,True
19,7,PERCENT,Lea Thompson,35.0,0.1535,0.0951,Safe,True
19,7,PERCENT,Janel Parrish,33.5,0.1291,0.088,Safe,True
19,7,PERCENT,Alfonso Ribeiro,34.0,0.1139,0.0777,Safe,True
19,7,PERCENT,Tommy Chong,30.0,0.1826,0.1088,Safe,True
19,7,PERCENT,Michael Waltrip,28.0,0.1283,0.0625,Safe,True
19,7,PERCENT,Bethany Mota,37.5,0.1282,0.0954,Safe,True
19,7,PERCENT,Sadie Robertson,31.0,0.1402,0.1048,Safe,True
19,8,PERCENT,Lea Thompson,32.0,0.1809,0.111,Safe,True
19,8,PERCENT,Janel Parrish,43.0,0.1605,0.1097,Safe,True
19,8,PERCENT,Alfonso Ribeiro,41.0,0.1255,0.0706,Safe,True
19,8,PERCENT,Tommy Chong,29.0,0.1782,0.1039,Safe,True
19,8,PERCENT,Michael Waltrip,25.0,0.046,0.0321,Eliminated,True
19,8,PERCENT,Bethany Mota,40.0,0.1539,0.1071,Safe,True
19,8,PERCENT,Sadie Robertson,38.0,0.155,0.0964,Safe,True
19,9,PERCENT,Lea Thompson,35.0,0.0368,0.0298,Eliminated,True
19,9,PERCENT,Janel Parrish,38.5,0.1915,0.124,Safe,True
19,9,PERCENT,Alfonso Ribeiro,38.5,0.1166,0.0675,Safe,True
19,9,PERCENT,Tommy Chong,28.5,0.2003,0.1046,Safe,True
19,9,PERCENT,Bethany Mota,37.0,0.2014,0.1047,Safe,True
19,9,PERCENT,Sadie Robertson,36.5,0.2533,0.1388,Safe,True
19,10,PERCENT,Janel Parrish,39.0,0.2451,0.159,Safe,True
19,10,PERCENT,Alfonso Ribeiro,37.5,0.207,0.102,Safe,True
19,10,PERCENT,Tommy Chong,31.0,0.0556,0.0404,Eliminated,True
19,10,PERCENT,Bethany Mota,38.0,0.2383,0.2045,Safe,True
19,10,PERCENT,Sadie Robertson,37.0,0.2541,0.1529,Safe,True
19,11,PERCENT,Janel Parrish,38.99980000000001,0.2859,0.1748,Safe,True
19,11,PERCENT,Alfonso Ribeiro,40.0,0.4242,0.1879,Safe,True
19,11,PERCENT,Bethany Mota,38.0,0.0646,0.0493,Eliminated,True
19,11,PERCENT,Sadie Robertson,39.333200000000005,0.2253,0.1216,Safe,True
20,2,PERCENT,Suzanne Somers,28.0,0.0812,0.0442,Safe,True
20,2,PERCENT,Willow Shields,32.0,0.084,0.0556,Safe,True
20,2,PERCENT,Riker Lynch,32.0,0.0582,0.0422,Safe,True
20,2,PERCENT,Rumer Willis,32.0,0.0863,0.0696,Safe,True
20,2,PERCENT,Nastia Liukin,34.0,0.077,0.0486,Safe,True
20,2,PERCENT,Michael Sam,28.0,0.1157,0.065,Safe,True
20,2,PERCENT,Robert Herjavec,28.0,0.1173,0.0647,Safe,True
20,2,PERCENT,Charlotte McKinney,26.0,0.1019,0.0482,Safe,True
20,2,PERCENT,Noah Galloway,27.0,0.084,0.0479,Safe,True
20,2,PERCENT,Redfoo,31.0,0.0093,0.0075,Eliminated,True
20,2,PERCENT,Patti LaBelle,28.0,0.0695,0.0338,Safe,True
20,2,PERCENT,Chris Soules,21.0,0.1157,0.0589,Safe,True
20,3,PERCENT,Suzanne Somers,25.0,0.0993,0.0623,Safe,True
20,3,PERCENT,Willow Shields,32.0,0.0911,0.0657,Safe,True
20,3,PERCENT,Riker Lynch,34.0,0.0811,0.0546,Safe,True
20,3,PERCENT,Rumer Willis,33.0,0.0927,0.0712,Safe,True
20,3,PERCENT,Nastia Liukin,34.0,0.0991,0.0818,Safe,True
20,3,PERCENT,Michael Sam,24.0,0.0963,0.0617,Safe,True
20,3,PERCENT,Robert Herjavec,29.0,0.1048,0.0836,Safe,True
20,3,PERCENT,Charlotte McKinney,22.0,0.0201,0.014,Eliminated,True
20,3,PERCENT,Noah Galloway,30.0,0.0944,0.0637,Safe,True
20,3,PERCENT,Patti LaBelle,22.0,0.0976,0.0581,Safe,True
20,3,PERCENT,Chris Soules,28.0,0.1236,0.0823,Safe,True
20,4,PERCENT,Suzanne Somers,28.0,0.1267,0.0799,Safe,True
20,4,PERCENT,Willow Shields,39.0,0.103,0.08,Safe,True
20,4,PERCENT,Riker Lynch,34.0,0.0929,0.0686,Safe,True
20,4,PERCENT,Rumer Willis,35.0,0.0964,0.0678,Safe,True
20,4,PERCENT,Nastia Liukin,36.0,0.1185,0.085,Safe,True
20,4,PERCENT,Michael Sam,30.0,0.0172,0.0127,Eliminated,True
20,4,PERCENT,Robert Herjavec,34.0,0.0959,0.0581,Safe,True
20,4,PERCENT,Noah Galloway,32.0,0.1183,0.0759,Safe,True
20,4,PERCENT,Patti LaBelle,30.0,0.1196,0.072,Safe,True
20,4,PERCENT,Chris Soules,27.0,0.1116,0.0625,Safe,True
20,5,PERCENT,Suzanne Somers,28.0,0.0231,0.0174,Eliminated,True
20,5,PERCENT,Willow Shields,34.0,0.0971,0.0604,Safe,True
20,5,PERCENT,Riker Lynch,38.0,0.1148,0.0723,Safe,True
20,5,PERCENT,Rumer Willis,39.0,0.0968,0.0659,Safe,True
20,5,PERCENT,Nastia Liukin,38.0,0.1087,0.0668,Safe,True
20,5,PERCENT,Robert Herjavec,24.0,0.133,0.0694,Safe,True
20,5,PERCENT,Noah Galloway,28.0,0.1534,0.0889,Safe,True
20,5,PERCENT,Patti LaBelle,27.0,0.1299,0.0705,Safe,True
20,5,PERCENT,Chris Soules,27.0,0.1433,0.0889,Safe,True
20,6,PERCENT,Willow Shields,36.5,0.1092,0.083,Safe,True
20,6,PERCENT,Riker Lynch,38.0,0.1189,0.0705,Safe,True
20,6,PERCENT,Rumer Willis,35.5,0.1921,0.1388,Safe,True
20,6,PERCENT,Nastia Liukin,36.5,0.1352,0.0817,Safe,True
20,6,PERCENT,Robert Herjavec,33.5,0.1195,0.0668,Safe,True
20,6,PERCENT,Noah Galloway,34.0,0.1349,0.0931,Safe,True
20,6,PERCENT,Patti LaBelle,34.0,0.0217,0.0178,Eliminated,True
20,6,PERCENT,Chris Soules,35.0,0.1685,0.1144,Safe,True
20,7,PERCENT,Willow Shields,39.0,0.0241,0.0185,Eliminated,True
20,7,PERCENT,Riker Lynch,37.0,0.1434,0.0779,Safe,True
20,7,PERCENT,Rumer Willis,37.0,0.1653,0.0889,Safe,True
20,7,PERCENT,Nastia Liukin,41.0,0.1348,0.083,Safe,True
20,7,PERCENT,Robert Herjavec,31.0,0.1771,0.1064,Safe,True
20,7,PERCENT,Noah Galloway,38.0,0.1503,0.0885,Safe,True
20,7,PERCENT,Chris Soules,31.0,0.205,0.1046,Safe,True
20,8,PERCENT,Riker Lynch,39.0,0.1441,0.1144,Safe,True
20,8,PERCENT,Rumer Willis,40.0,0.2473,0.1437,Safe,True
20,8,PERCENT,Nastia Liukin,38.0,0.1742,0.1238,Safe,True
20,8,PERCENT,Robert Herjavec,31.0,0.0381,0.0301,Eliminated,True
20,8,PERCENT,Noah Galloway,31.5,0.2155,0.1172,Safe,True
20,8,PERCENT,Chris Soules,32.0,0.1807,0.1049,Safe,True
20,9,PERCENT,Riker Lynch,40.0,0.293,0.1488,Safe,True
20,9,PERCENT,Rumer Willis,39.0,0.3146,0.1295,Safe,True
20,9,PERCENT,Nastia Liukin,40.0,0.0678,0.05,Eliminated,True
20,9,PERCENT,Noah Galloway,38.0,0.3246,0.1737,Safe,True
21,2,PERCENT,Gary Busey,16.5,0.0823,0.0455,Safe,True
21,2,PERCENT,Alexa PenaVega,23.0,0.0805,0.0656,Safe,True
21,2,PERCENT,Carlos PenaVega,22.5,0.0688,0.0488,Safe,True
21,2,PERCENT,Victor Espinoza,18.5,0.0118,0.0082,Eliminated,True
21,2,PERCENT,Alek Skarlatos,22.5,0.0875,0.0627,Safe,True
21,2,PERCENT,Chaka Khan,15.0,0.0927,0.0489,Safe,True
21,2,PERCENT,Andy Grammer,22.0,0.0887,0.0668,Safe,True
21,2,PERCENT,Tamar Braxton,24.5,0.0699,0.0502,Safe,True
21,2,PERCENT,Nick Carter,22.5,0.0978,0.067,Safe,True
21,2,PERCENT,Hayes Grier,22.5,0.0686,0.0559,Safe,True
21,2,PERCENT,Bindi Irwin,24.0,0.09,0.0623,Safe,True
21,2,PERCENT,Kim Zolciak-Biermann,18.5,0.0758,0.0489,Safe,True
21,2,PERCENT,Paula Deen,18.5,0.0857,0.0635,Safe,True
21,4,PERCENT,Gary Busey,16.0,0.0261,0.0179,Eliminated,True
21,4,PERCENT,Alexa PenaVega,21.0,0.0862,0.0546,Safe,True
21,4,PERCENT,Carlos PenaVega,25.0,0.1123,0.0721,Safe,True
21,4,PERCENT,Alek Skarlatos,24.0,0.1161,0.0692,Safe,True
21,4,PERCENT,Andy Grammer,23.0,0.1039,0.0795,Safe,True
21,4,PERCENT,Tamar Braxton,27.0,0.1432,0.0859,Safe,True
21,4,PERCENT,Nick Carter,27.0,0.1162,0.0961,Safe,True
21,4,PERCENT,Hayes Grier,27.0,0.0845,0.0637,Safe,True
21,4,PERCENT,Bindi Irwin,28.0,0.0933,0.07,Safe,True
21,4,PERCENT,Paula Deen,18.0,0.1182,0.0708,Safe,True
21,6,PERCENT,Alexa PenaVega,30.0,0.1346,0.0896,Safe,True
21,6,PERCENT,Carlos PenaVega,38.0,0.1336,0.096,Safe,True
21,6,PERCENT,Alek Skarlatos,30.0,0.1292,0.0855,Safe,True
21,6,PERCENT,Andy Grammer,40.0,0.0897,0.0676,Safe,True
21,6,PERCENT,Tamar Braxton,40.0,0.1223,0.081,Safe,True
21,6,PERCENT,Nick Carter,39.0,0.1235,0.0754,Safe,True
21,6,PERCENT,Hayes Grier,32.0,0.122,0.0762,Safe,True
21,6,PERCENT,Bindi Irwin,40.0,0.1141,0.0893,Safe,True
21,6,PERCENT,Paula Deen,24.0,0.0309,0.0203,Eliminated,True
21,7,PERCENT,Alexa PenaVega,27.5,0.1105,0.0671,Safe,True
21,7,PERCENT,Carlos PenaVega,28.0,0.1657,0.0945,Safe,True
21,7,PERCENT,Alek Skarlatos,26.5,0.1262,0.0729,Safe,True
21,7,PERCENT,Andy Grammer,28.0,0.1409,0.0969,Safe,True
21,7,PERCENT,Tamar Braxton,27.0,0.1621,0.0849,Safe,True
21,7,PERCENT,Nick Carter,27.0,0.1403,0.0867,Safe,True
21,7,PERCENT,Hayes Grier,28.0,0.0222,0.0171,Eliminated,True
21,7,PERCENT,Bindi Irwin,29.0,0.1321,0.0748,Safe,True
21,8,PERCENT,Alexa PenaVega,26.9998,0.1825,0.1138,Safe,True
21,8,PERCENT,Carlos PenaVega,28.9998,0.1851,0.1107,Safe,True
21,8,PERCENT,Alek Skarlatos,25.0,0.1401,0.086,Safe,True
21,8,PERCENT,Andy Grammer,23.9998,0.0345,0.025,Eliminated,True
21,8,PERCENT,Tamar Braxton,28.0,0.1543,0.1001,Safe,True
21,8,PERCENT,Nick Carter,33.0,0.1291,0.0768,Safe,True
21,8,PERCENT,Bindi Irwin,28.0,0.1744,0.1036,Safe,True
21,9,PERCENT,Alexa PenaVega,30.0,0.0292,0.0222,Eliminated,True
21,9,PERCENT,Carlos PenaVega,27.0,0.1997,0.1139,Safe,True
21,9,PERCENT,Alek Skarlatos,25.5,0.1978,0.0962,Safe,True
21,9,PERCENT,Tamar Braxton,24.5,0.1752,0.0745,Safe,True
21,9,PERCENT,Nick Carter,27.5,0.1626,0.0907,Safe,True
21,9,PERCENT,Bindi Irwin,30.0,0.2355,0.1259,Safe,True
21,11,PERCENT,Carlos PenaVega,30.0,0.0687,0.0501,Eliminated,True
21,11,PERCENT,Alek Skarlatos,27.999899999999997,0.4754,0.1631,Safe,True
21,11,PERCENT,Nick Carter,30.0,0.2517,0.127,Safe,True
21,11,PERCENT,Bindi Irwin,30.0,0.2042,0.0948,Safe,True
22,2,PERCENT,Mischa Barton,15.0,0.0869,0.0537,Safe,True
22,2,PERCENT,Kim Fields,19.0,0.0821,0.0598,Safe,True
22,2,PERCENT,Jodie Sweetin,21.0,0.0947,0.0645,Safe,True
22,2,PERCENT,Doug Flutie,20.0,0.1022,0.0721,Safe,True
22,2,PERCENT,Von Miller,20.0,0.0891,0.0616,Safe,True
22,2,PERCENT,Antonio Brown,19.0,0.0893,0.0732,Safe,True
22,2,PERCENT,Paige VanZant,24.0,0.0867,0.0679,Safe,True
22,2,PERCENT,Geraldo Rivera,13.0,0.023,0.0161,Eliminated,True
22,2,PERCENT,Nyle DiMarco,20.0,0.0907,0.0607,Safe,True
22,2,PERCENT,Ginger Zee,21.0,0.0985,0.0681,Safe,True
22,2,PERCENT,Wanya Morris,24.0,0.0762,0.0615,Safe,True
22,2,PERCENT,Marla Maples,20.0,0.0808,0.0555,Safe,True
22,3,PERCENT,Mischa Barton,18.0,0.0158,0.0114,Eliminated,True
22,3,PERCENT,Kim Fields,22.0,0.0889,0.07,Safe,True
22,3,PERCENT,Jodie Sweetin,23.0,0.102,0.0706,Safe,True
22,3,PERCENT,Doug Flutie,20.0,0.0987,0.0687,Safe,True
22,3,PERCENT,Von Miller,20.0,0.0985,0.0669,Safe,True
22,3,PERCENT,Antonio Brown,20.0,0.1024,0.0703,Safe,True
22,3,PERCENT,Paige VanZant,23.0,0.0977,0.0625,Safe,True
22,3,PERCENT,Nyle DiMarco,25.0,0.076,0.0484,Safe,True
22,3,PERCENT,Ginger Zee,21.0,0.0786,0.0517,Safe,True
22,3,PERCENT,Wanya Morris,24.0,0.1536,0.1162,Safe,True
22,3,PERCENT,Marla Maples,21.0,0.0877,0.0607,Safe,True
22,4,PERCENT,Kim Fields,32.0,0.0803,0.0573,Safe,True
22,4,PERCENT,Jodie Sweetin,27.0,0.1231,0.0645,Safe,True
22,4,PERCENT,Doug Flutie,24.0,0.1522,0.0905,Safe,True
22,4,PERCENT,Von Miller,32.0,0.0968,0.0544,Safe,True
22,4,PERCENT,Antonio Brown,35.0,0.0889,0.0631,Safe,True
22,4,PERCENT,Paige VanZant,36.0,0.1369,0.105,Safe,True
22,4,PERCENT,Nyle DiMarco,34.0,0.0911,0.0697,Safe,True
22,4,PERCENT,Ginger Zee,36.0,0.1058,0.0729,Safe,True
22,4,PERCENT,Wanya Morris,35.0,0.1056,0.0737,Safe,True
22,4,PERCENT,Marla Maples,28.0,0.0192,0.0138,Eliminated,True
22,6,PERCENT,Kim Fields,24.0,0.099,0.0656,Safe,True
22,6,PERCENT,Jodie Sweetin,25.0,0.1657,0.1293,Safe,True
22,6,PERCENT,Doug Flutie,21.0,0.022,0.0153,Eliminated,True
22,6,PERCENT,Von Miller,24.0,0.1098,0.0704,Safe,True
22,6,PERCENT,Antonio Brown,27.0,0.1338,0.0791,Safe,True
22,6,PERCENT,Paige VanZant,28.0,0.1058,0.0913,Safe,True
22,6,PERCENT,Nyle DiMarco,25.0,0.1223,0.0932,Safe,True
22,6,PERCENT,Ginger Zee,24.0,0.1209,0.0799,Safe,True
22,6,PERCENT,Wanya Morris,29.0,0.1207,0.0709,Safe,True
22,7,PERCENT,Kim Fields,26.0,0.0225,0.0177,Eliminated,True
22,7,PERCENT,Jodie Sweetin,25.5,0.142,0.0796,Safe,True
22,7,PERCENT,Von Miller,26.0,0.1207,0.0829,Safe,True
22,7,PERCENT,Antonio Brown,26.0,0.1272,0.0818,Safe,True
22,7,PERCENT,Paige VanZant,27.5,0.1187,0.0781,Safe,True
22,7,PERCENT,Nyle DiMarco,28.0,0.1282,0.0835,Safe,True
22,7,PERCENT,Ginger Zee,27.5,0.1424,0.0859,Safe,True
22,7,PERCENT,Wanya Morris,27.5,0.1983,0.105,Safe,True
22,8,PERCENT,Jodie Sweetin,30.0,0.0325,0.0263,Eliminated,True
22,8,PERCENT,Antonio Brown,27.0,0.2656,0.1036,Safe,True
22,8,PERCENT,Paige VanZant,28.0,0.1886,0.0926,Safe,True
22,8,PERCENT,Nyle DiMarco,29.0,0.1795,0.0895,Safe,True
22,8,PERCENT,Ginger Zee,30.0,0.1533,0.0812,Safe,True
22,8,PERCENT,Wanya Morris,25.0,0.1805,0.0897,Safe,True
22,9,PERCENT,Antonio Brown,27.5,0.05,0.0391,Eliminated,True
22,9,PERCENT,Paige VanZant,29.5,0.1791,0.1266,Safe,True
22,9,PERCENT,Nyle DiMarco,28.5,0.19,0.1349,Safe,True
22,9,PERCENT,Ginger Zee,28.0,0.3525,0.185,Safe,True
22,9,PERCENT,Wanya Morris,30.0,0.2283,0.1231,Safe,True
23,2,PERCENT,Jake T. Austin,24.0,0.0108,0.0083,Eliminated,True
23,2,PERCENT,Maureen McCormick,26.0,0.0872,0.0566,Safe,True
23,2,PERCENT,Marilu Henner,27.0,0.0895,0.0583,Safe,True
23,2,PERCENT,Ryan Lochte,24.0,0.0784,0.0454,Safe,True
23,2,PERCENT,Calvin Johnson Jr.,28.0,0.0783,0.0534,Safe,True
23,2,PERCENT,Laurie Hernandez,32.0,0.0679,0.0527,Safe,True
23,2,PERCENT,Amber Rose,24.0,0.0855,0.0521,Safe,True
23,2,PERCENT,Rick Perry,22.0,0.0802,0.0519,Safe,True
23,2,PERCENT,James Hinchcliffe,29.0,0.0673,0.0513,Safe,True
23,2,PERCENT,Babyface,30.0,0.0841,0.0579,Safe,True
23,2,PERCENT,Vanilla Ice,26.0,0.105,0.0842,Safe,True
23,2,PERCENT,Jana Kramer,29.0,0.0817,0.0532,Safe,True
23,2,PERCENT,Terra Jole,31.0,0.0843,0.0653,Safe,True
23,3,PERCENT,Maureen McCormick,28.0,0.0861,0.0573,Safe,True
23,3,PERCENT,Marilu Henner,28.0,0.079,0.0531,Safe,True
23,3,PERCENT,Ryan Lochte,25.0,0.0923,0.0541,Safe,True
23,3,PERCENT,Calvin Johnson Jr.,32.0,0.0819,0.0553,Safe,True
23,3,PERCENT,Laurie Hernandez,31.0,0.0871,0.06,Safe,True
23,3,PERCENT,Amber Rose,25.0,0.0978,0.0632,Safe,True
23,3,PERCENT,Rick Perry,23.0,0.0158,0.0119,Eliminated,True
23,3,PERCENT,James Hinchcliffe,29.0,0.0959,0.0687,Safe,True
23,3,PERCENT,Babyface,25.0,0.0967,0.0579,Safe,True
23,3,PERCENT,Vanilla Ice,23.0,0.0969,0.0594,Safe,True
23,3,PERCENT,Jana Kramer,26.0,0.0914,0.056,Safe,True
23,3,PERCENT,Terra Jole,30.0,0.0791,0.0506,Safe,True
23,4,PERCENT,Maureen McCormick,24.0,0.0892,0.0619,Safe,True
23,4,PERCENT,Marilu Henner,21.0,0.1034,0.065,Safe,True
23,4,PERCENT,Ryan Lochte,22.0,0.0811,0.0566,Safe,True
23,4,PERCENT,Calvin Johnson Jr.,23.0,0.1162,0.0935,Safe,True
23,4,PERCENT,Laurie Hernandez,30.0,0.1319,0.0789,Safe,True
23,4,PERCENT,Amber Rose,24.0,0.0878,0.0605,Safe,True
23,4,PERCENT,James Hinchcliffe,28.0,0.0802,0.0497,Safe,True
23,4,PERCENT,Babyface,18.0,0.0205,0.0145,Eliminated,True
23,4,PERCENT,Vanilla Ice,23.0,0.1104,0.0737,Safe,True
23,4,PERCENT,Jana Kramer,23.0,0.1002,0.0617,Safe,True
23,4,PERCENT,Terra Jole,25.0,0.0789,0.0589,Safe,True
23,6,PERCENT,Maureen McCormick,31.0,0.1126,0.0695,Safe,True
23,6,PERCENT,Marilu Henner,34.0,0.1292,0.0742,Safe,True
23,6,PERCENT,Ryan Lochte,30.0,0.1681,0.0935,Safe,True
23,6,PERCENT,Calvin Johnson Jr.,37.0,0.1046,0.0687,Safe,True
23,6,PERCENT,Laurie Hernandez,37.0,0.1083,0.0656,Safe,True
23,6,PERCENT,Amber Rose,28.0,0.0243,0.0178,Eliminated,True
23,6,PERCENT,James Hinchcliffe,38.0,0.1241,0.0717,Safe,True
23,6,PERCENT,Jana Kramer,40.0,0.1146,0.0903,Safe,True
23,6,PERCENT,Terra Jole,30.0,0.1143,0.0651,Safe,True
23,7,PERCENT,Maureen McCormick,33.0,0.0236,0.0188,Eliminated,True
23,7,PERCENT,Marilu Henner,32.0,0.154,0.0799,Safe,True
23,7,PERCENT,Ryan Lochte,33.0,0.1351,0.09,Safe,True
23,7,PERCENT,Calvin Johnson Jr.,37.0,0.1229,0.0848,Safe,True
23,7,PERCENT,Laurie Hernandez,34.5,0.14,0.0885,Safe,True
23,7,PERCENT,James Hinchcliffe,37.0,0.1418,0.081,Safe,True
23,7,PERCENT,Jana Kramer,34.5,0.1538,0.0944,Safe,True
23,7,PERCENT,Terra Jole,34.5,0.1288,0.071,Safe,True
23,8,PERCENT,Marilu Henner,23.0,0.166,0.091,Safe,True
23,8,PERCENT,Ryan Lochte,26.0,0.0281,0.0209,Eliminated,True
